filename,Crack,Red-Dots,Toothmark
segmented_81.png,1.0,0.0,1.0
segmented_82.png,1.0,0.0,1.0
segmented_83.png,0.0,1.0,1.0
segmented_84.png,1.0,1.0,1.0
segmented_85.png,1.0,0.0,1.0
segmented_86.png,0.0,0.0,1.0
segmented_87.png,1.0,0.0,1.0
segmented_88.png,1.0,0.0,0.0
segmented_89.png,0.0,1.0,0.0
segmented_90.png,0.0,1.0,1.0
segmented_91.png,0.0,1.0,1.0
segmented_92.png,0.0,1.0,1.0
segmented_93.png,0.0,1.0,0.0
segmented_94.png,0.0,1.0,1.0
segmented_95.png,1.0,1.0,1.0
segmented_96.png,0.0,1.0,1.0
segmented_97.png,0.0,1.0,0.0
segmented_98.png,0.0,0.0,0.0
segmented_99.png,1.0,0.0,0.0
segmented_100.png,0.0,1.0,1.0
segmented_101.png,0.0,1.0,1.0
segmented_102.png,0.0,1.0,1.0
segmented_103.png,1.0,0.0,1.0
segmented_104.png,0.0,1.0,1.0
segmented_105.png,0.0,1.0,1.0
segmented_106.png,0.0,0.0,1.0
segmented_107.png,0.0,1.0,1.0
segmented_108.png,0.0,0.0,1.0
segmented_109.png,0.0,1.0,0.0
segmented_110.png,0.0,1.0,0.0
segmented_111.png,1.0,1.0,0.0
segmented_112.png,0.0,1.0,0.0
segmented_113.png,1.0,1.0,0.0
segmented_114.png,0.0,1.0,0.0
segmented_115.png,0.0,1.0,1.0
segmented_116.png,0.0,0.0,1.0
segmented_117.png,0.0,1.0,1.0
segmented_118.png,1.0,1.0,1.0
segmented_119.png,1.0,1.0,1.0
segmented_120.png,0.0,1.0,1.0
segmented_121.png,1.0,0.0,1.0
segmented_122.png,0.0,1.0,0.0
segmented_123.png,1.0,0.0,0.0
segmented_124.png,1.0,0.0,1.0
segmented_125.png,0.0,1.0,1.0
segmented_126.png,1.0,0.0,1.0
segmented_127.png,1.0,0.0,0.0
segmented_128.png,0.0,1.0,0.0
segmented_129.png,1.0,1.0,0.0
segmented_130.png,0.0,0.0,1.0
segmented_131.png,0.0,1.0,0.0
segmented_132.png,0.0,1.0,1.0
segmented_133.png,0.0,0.0,1.0
segmented_134.png,1.0,0.0,0.0
segmented_135.png,1.0,0.0,0.0
segmented_136.png,0.0,0.0,1.0
segmented_137.png,0.0,0.0,0.0
segmented_138.png,1.0,1.0,0.0
segmented_139.png,0.0,1.0,1.0
segmented_140.png,0.0,0.0,1.0
segmented_141.png,0.0,0.0,1.0
segmented_142.png,1.0,0.0,0.0
segmented_143.png,1.0,1.0,0.0
segmented_144.png,0.0,0.0,1.0
segmented_145.png,1.0,1.0,1.0
segmented_146.png,0.0,0.0,1.0
segmented_147.png,1.0,1.0,1.0
segmented_148.png,0.0,0.0,1.0
segmented_149.png,1.0,0.0,1.0
segmented_150.png,1.0,0.0,0.0
segmented_151.png,0.0,1.0,1.0
segmented_152.png,1.0,0.0,1.0
segmented_153.png,1.0,1.0,0.0
segmented_154.png,1.0,1.0,1.0
segmented_155.png,1.0,1.0,1.0
segmented_156.png,1.0,1.0,1.0
segmented_157.png,0.0,0.0,0.0
segmented_158.png,0.0,1.0,1.0
segmented_159.png,1.0,0.0,1.0
segmented_160.png,0.0,0.0,1.0
segmented_161.png,1.0,0.0,0.0
segmented_162.png,1.0,1.0,1.0
segmented_163.png,1.0,0.0,0.0
segmented_164.png,1.0,1.0,0.0
segmented_165.png,0.0,1.0,1.0
segmented_166.png,1.0,0.0,1.0
segmented_167.png,0.0,1.0,1.0
segmented_168.png,1.0,0.0,0.0
segmented_169.png,1.0,0.0,1.0
segmented_170.png,0.0,1.0,1.0
segmented_171.png,0.0,1.0,1.0
segmented_172.png,1.0,0.0,0.0
segmented_173.png,0.0,1.0,1.0
segmented_174.png,0.0,1.0,1.0
segmented_175.png,0.0,1.0,1.0
segmented_176.png,0.0,1.0,1.0
segmented_177.png,1.0,0.0,1.0
segmented_178.png,0.0,0.0,1.0
segmented_179.png,0.0,1.0,1.0
segmented_180.png,0.0,1.0,0.0
segmented_181.png,0.0,0.0,0.0
segmented_182.png,0.0,1.0,1.0
segmented_183.png,0.0,0.0,1.0
segmented_184.png,0.0,1.0,1.0
segmented_185.png,1.0,1.0,0.0
segmented_186.png,0.0,0.0,0.0
segmented_187.png,1.0,0.0,0.0
segmented_188.png,0.0,0.0,0.0
segmented_189.png,0.0,1.0,1.0
segmented_190.png,0.0,1.0,1.0
segmented_191.png,0.0,1.0,1.0
segmented_192.png,0.0,1.0,1.0
segmented_193.png,1.0,0.0,1.0
segmented_194.png,0.0,1.0,1.0
segmented_195.png,1.0,1.0,1.0
segmented_196.png,1.0,1.0,1.0
segmented_197.png,1.0,0.0,1.0
segmented_198.png,0.0,0.0,1.0
segmented_199.png,0.0,1.0,1.0
segmented_200.png,0.0,0.0,0.0
segmented_201.png,1.0,1.0,1.0
segmented_202.png,1.0,1.0,0.0
segmented_203.png,0.0,0.0,1.0
segmented_204.png,0.0,0.0,1.0
segmented_205.png,0.0,1.0,1.0
segmented_206.png,0.0,0.0,0.0
segmented_207.png,1.0,1.0,0.0
segmented_208.png,1.0,1.0,1.0
segmented_209.png,1.0,1.0,1.0
segmented_210.png,1.0,0.0,1.0
segmented_211.png,1.0,1.0,1.0
segmented_212.png,0.0,1.0,1.0
segmented_213.png,1.0,0.0,1.0
segmented_214.png,1.0,1.0,1.0
segmented_215.png,0.0,1.0,1.0
segmented_216.png,0.0,0.0,1.0
segmented_217.png,0.0,1.0,0.0
segmented_218.png,1.0,0.0,0.0
segmented_219.png,1.0,1.0,1.0
segmented_220.png,1.0,1.0,1.0
segmented_221.png,1.0,1.0,1.0
segmented_222.png,1.0,1.0,1.0
segmented_223.png,1.0,1.0,1.0
segmented_224.png,1.0,1.0,0.0
segmented_225.png,0.0,1.0,0.0
segmented_226.png,1.0,0.0,1.0
segmented_227.png,0.0,0.0,1.0
segmented_228.png,0.0,0.0,1.0
segmented_229.png,0.0,1.0,1.0
segmented_230.png,0.0,1.0,1.0
segmented_231.png,1.0,0.0,0.0
segmented_232.png,1.0,1.0,1.0
segmented_233.png,0.0,0.0,1.0
segmented_234.png,0.0,0.0,1.0
segmented_235.png,0.0,1.0,0.0
segmented_236.png,1.0,1.0,0.0
segmented_237.png,0.0,1.0,0.0
segmented_238.png,0.0,1.0,0.0
segmented_239.png,1.0,1.0,0.0
segmented_240.png,0.0,1.0,0.0
segmented_241.png,1.0,1.0,0.0
segmented_242.png,0.0,0.0,1.0
segmented_243.png,0.0,1.0,0.0
segmented_244.png,1.0,0.0,1.0
segmented_245.png,1.0,1.0,0.0
segmented_246.png,0.0,1.0,1.0
segmented_247.png,0.0,1.0,1.0
segmented_248.png,1.0,0.0,0.0
segmented_249.png,1.0,0.0,1.0
segmented_250.png,0.0,1.0,1.0
segmented_251.png,0.0,1.0,0.0
segmented_252.png,1.0,0.0,0.0
segmented_253.png,0.0,1.0,1.0
segmented_254.png,0.0,1.0,1.0
segmented_255.png,0.0,1.0,1.0
segmented_256.png,0.0,0.0,1.0
segmented_257.png,0.0,1.0,1.0
segmented_258.png,0.0,0.0,0.0
segmented_259.png,1.0,1.0,1.0
segmented_260.png,0.0,1.0,0.0
segmented_261.png,1.0,1.0,1.0
segmented_262.png,0.0,1.0,0.0
segmented_263.png,0.0,0.0,0.0
segmented_264.png,0.0,0.0,0.0
segmented_265.png,1.0,0.0,0.0
segmented_266.png,1.0,1.0,1.0
segmented_267.png,1.0,1.0,1.0
segmented_268.png,0.0,1.0,0.0
segmented_269.png,1.0,1.0,0.0
segmented_270.png,1.0,0.0,0.0
segmented_271.png,0.0,1.0,1.0
segmented_272.png,0.0,0.0,1.0
segmented_273.png,1.0,0.0,1.0
segmented_274.png,0.0,1.0,1.0
segmented_275.png,0.0,1.0,0.0
segmented_276.png,1.0,0.0,0.0
segmented_277.png,0.0,1.0,1.0
segmented_278.png,0.0,0.0,0.0
segmented_279.png,0.0,1.0,1.0
segmented_280.png,0.0,0.0,0.0
segmented_281.png,1.0,0.0,1.0
segmented_282.png,1.0,0.0,1.0
segmented_283.png,0.0,1.0,0.0
segmented_284.png,0.0,1.0,1.0
segmented_285.png,0.0,0.0,0.0
segmented_286.png,0.0,0.0,1.0
segmented_287.png,1.0,0.0,0.0
segmented_288.png,1.0,0.0,0.0
segmented_289.png,0.0,1.0,1.0
segmented_290.png,0.0,1.0,1.0
segmented_291.png,1.0,0.0,1.0
segmented_292.png,0.0,1.0,1.0
segmented_293.png,1.0,1.0,0.0
segmented_294.png,0.0,1.0,1.0
segmented_295.png,0.0,1.0,1.0
segmented_296.png,0.0,1.0,1.0
segmented_297.png,0.0,0.0,1.0
segmented_298.png,1.0,1.0,1.0
segmented_299.png,0.0,0.0,1.0
segmented_300.png,0.0,1.0,0.0
segmented_301.png,0.0,1.0,1.0
segmented_302.png,0.0,1.0,1.0
segmented_303.png,1.0,1.0,0.0
segmented_304.png,0.0,0.0,1.0
segmented_305.png,0.0,0.0,1.0
segmented_306.png,0.0,1.0,1.0
segmented_307.png,0.0,1.0,1.0
segmented_308.png,1.0,1.0,1.0
segmented_309.png,0.0,1.0,1.0
segmented_310.png,0.0,0.0,0.0
segmented_311.png,1.0,0.0,1.0
segmented_312.png,1.0,0.0,1.0
segmented_313.png,0.0,1.0,1.0
segmented_314.png,1.0,1.0,0.0
segmented_315.png,0.0,1.0,1.0
segmented_316.png,1.0,0.0,1.0
segmented_317.png,0.0,1.0,0.0
segmented_318.png,1.0,0.0,0.0
segmented_319.png,1.0,1.0,1.0
segmented_320.png,0.0,1.0,0.0
segmented_321.png,0.0,1.0,1.0
segmented_322.png,0.0,1.0,1.0
segmented_323.png,0.0,1.0,1.0
segmented_324.png,1.0,1.0,1.0
segmented_325.png,1.0,0.0,1.0
segmented_326.png,0.0,0.0,1.0
segmented_327.png,1.0,1.0,1.0
segmented_328.png,1.0,1.0,1.0
segmented_329.png,1.0,0.0,0.0
segmented_330.png,0.0,1.0,0.0
segmented_331.png,0.0,0.0,1.0
segmented_332.png,1.0,1.0,1.0
segmented_333.png,0.0,0.0,0.0
segmented_334.png,1.0,1.0,0.0
segmented_335.png,0.0,1.0,0.0
segmented_336.png,1.0,1.0,0.0
segmented_337.png,1.0,0.0,1.0
segmented_338.png,0.0,0.0,0.0
segmented_339.png,1.0,1.0,1.0
segmented_340.png,1.0,1.0,1.0
segmented_341.png,0.0,0.0,1.0
segmented_342.png,1.0,1.0,1.0
segmented_343.png,1.0,1.0,1.0
segmented_344.png,0.0,1.0,1.0
segmented_345.png,1.0,0.0,0.0
segmented_346.png,0.0,1.0,1.0
segmented_347.png,1.0,0.0,0.0
segmented_348.png,0.0,1.0,1.0
segmented_349.png,1.0,1.0,1.0
segmented_350.png,1.0,1.0,1.0
segmented_351.png,0.0,1.0,1.0
segmented_352.png,0.0,0.0,1.0
segmented_353.png,0.0,1.0,0.0
segmented_354.png,1.0,1.0,1.0
segmented_355.png,0.0,0.0,0.0
segmented_356.png,1.0,1.0,1.0
segmented_357.png,0.0,1.0,1.0
segmented_358.png,1.0,0.0,0.0
segmented_359.png,1.0,0.0,1.0
segmented_360.png,0.0,0.0,1.0
segmented_361.png,1.0,0.0,0.0
segmented_362.png,1.0,1.0,1.0
segmented_363.png,0.0,1.0,1.0
segmented_364.png,0.0,1.0,0.0
segmented_365.png,1.0,0.0,1.0
segmented_366.png,0.0,1.0,0.0
segmented_367.png,0.0,1.0,1.0
segmented_368.png,0.0,1.0,1.0
segmented_369.png,0.0,0.0,1.0
segmented_370.png,1.0,0.0,1.0
segmented_371.png,0.0,0.0,1.0
segmented_372.png,0.0,0.0,1.0
segmented_373.png,0.0,1.0,0.0
segmented_374.png,0.0,0.0,0.0
segmented_375.png,0.0,0.0,1.0
segmented_376.png,0.0,1.0,1.0
segmented_377.png,1.0,1.0,1.0
segmented_378.png,1.0,1.0,1.0
segmented_379.png,1.0,0.0,1.0
segmented_380.png,0.0,1.0,1.0
segmented_381.png,1.0,0.0,0.0
segmented_382.png,0.0,0.0,1.0
segmented_383.png,0.0,1.0,1.0
segmented_384.png,1.0,0.0,1.0
segmented_385.png,0.0,1.0,1.0
segmented_386.png,0.0,1.0,1.0
segmented_387.png,0.0,0.0,1.0
segmented_388.png,0.0,0.0,1.0
segmented_389.png,0.0,0.0,1.0
segmented_390.png,0.0,1.0,1.0
segmented_391.png,0.0,0.0,0.0
segmented_392.png,0.0,1.0,1.0
segmented_393.png,0.0,1.0,1.0
segmented_394.png,0.0,0.0,1.0
segmented_395.png,0.0,1.0,1.0
segmented_396.png,1.0,1.0,1.0
segmented_397.png,1.0,1.0,0.0
segmented_398.png,0.0,1.0,0.0
segmented_399.png,0.0,1.0,1.0
segmented_400.png,0.0,1.0,0.0
segmented_401.png,1.0,0.0,1.0
segmented_402.png,1.0,0.0,1.0
segmented_403.png,0.0,0.0,0.0
segmented_404.png,0.0,1.0,1.0
segmented_405.png,0.0,0.0,0.0
segmented_406.png,1.0,1.0,1.0
segmented_407.png,0.0,1.0,0.0
segmented_408.png,1.0,0.0,1.0
segmented_409.png,0.0,0.0,1.0
segmented_410.png,0.0,1.0,0.0
segmented_411.png,0.0,0.0,1.0
segmented_412.png,1.0,1.0,1.0
segmented_413.png,0.0,0.0,1.0
segmented_414.png,1.0,0.0,1.0
segmented_415.png,0.0,0.0,0.0
segmented_416.png,1.0,0.0,1.0
segmented_417.png,1.0,1.0,1.0
segmented_418.png,1.0,1.0,1.0
segmented_419.png,1.0,0.0,0.0
segmented_420.png,0.0,1.0,0.0
segmented_421.png,0.0,0.0,0.0
segmented_422.png,1.0,1.0,1.0
segmented_423.png,1.0,0.0,0.0
segmented_424.png,0.0,1.0,1.0
segmented_425.png,1.0,1.0,1.0
segmented_426.png,1.0,0.0,1.0
segmented_427.png,0.0,0.0,1.0
segmented_428.png,1.0,1.0,1.0
segmented_429.png,0.0,1.0,1.0
segmented_430.png,0.0,0.0,1.0
segmented_431.png,0.0,1.0,1.0
segmented_432.png,0.0,1.0,0.0
segmented_433.png,1.0,1.0,0.0
segmented_434.png,0.0,1.0,0.0
segmented_435.png,1.0,0.0,0.0
segmented_436.png,0.0,1.0,0.0
segmented_437.png,1.0,1.0,1.0
segmented_438.png,0.0,1.0,0.0
segmented_439.png,0.0,1.0,0.0
segmented_440.png,1.0,1.0,1.0
segmented_441.png,0.0,1.0,1.0
segmented_442.png,1.0,1.0,1.0
segmented_443.png,0.0,1.0,1.0
segmented_444.png,0.0,1.0,1.0
segmented_445.png,0.0,1.0,1.0
segmented_446.png,0.0,1.0,0.0
segmented_447.png,1.0,1.0,1.0
segmented_448.png,1.0,1.0,0.0
segmented_449.png,1.0,0.0,1.0
segmented_450.png,0.0,1.0,0.0
segmented_451.png,1.0,1.0,0.0
segmented_452.png,0.0,1.0,1.0
segmented_453.png,0.0,1.0,1.0
segmented_454.png,0.0,1.0,1.0
segmented_455.png,1.0,1.0,1.0
segmented_456.png,0.0,0.0,1.0
segmented_457.png,1.0,1.0,0.0
segmented_458.png,0.0,0.0,1.0
segmented_459.png,0.0,1.0,1.0
segmented_460.png,1.0,0.0,1.0
segmented_461.png,0.0,1.0,1.0
segmented_462.png,0.0,1.0,1.0
segmented_463.png,0.0,0.0,0.0
segmented_464.png,0.0,1.0,1.0
segmented_465.png,1.0,0.0,1.0
segmented_466.png,1.0,0.0,1.0
segmented_467.png,1.0,1.0,0.0
segmented_468.png,0.0,1.0,0.0
segmented_469.png,1.0,0.0,1.0
segmented_470.png,1.0,1.0,1.0
segmented_471.png,0.0,1.0,1.0
segmented_472.png,1.0,1.0,1.0
segmented_473.png,0.0,0.0,1.0
segmented_474.png,0.0,1.0,0.0
segmented_475.png,0.0,0.0,1.0
segmented_476.png,0.0,0.0,1.0
segmented_477.png,0.0,1.0,1.0
segmented_478.png,1.0,1.0,0.0
segmented_479.png,1.0,0.0,1.0
segmented_480.png,0.0,0.0,0.0
segmented_481.png,0.0,0.0,1.0
segmented_482.png,0.0,0.0,1.0
segmented_483.png,1.0,1.0,0.0
segmented_484.png,0.0,1.0,0.0
segmented_485.png,0.0,1.0,1.0
segmented_486.png,0.0,0.0,1.0
segmented_487.png,0.0,0.0,0.0
segmented_488.png,0.0,1.0,0.0
segmented_489.png,0.0,1.0,1.0
segmented_490.png,1.0,0.0,1.0
segmented_491.png,0.0,1.0,1.0
segmented_492.png,0.0,0.0,1.0
segmented_493.png,0.0,1.0,0.0
segmented_494.png,0.0,1.0,1.0
segmented_495.png,1.0,0.0,1.0
segmented_496.png,0.0,0.0,0.0
segmented_497.png,0.0,1.0,0.0
segmented_498.png,0.0,0.0,1.0
segmented_499.png,0.0,1.0,1.0
segmented_500.png,0.0,0.0,0.0
segmented_501.png,0.0,1.0,1.0
segmented_502.png,1.0,1.0,1.0
segmented_503.png,0.0,1.0,0.0
segmented_504.png,0.0,0.0,1.0
segmented_505.png,0.0,0.0,1.0
segmented_506.png,0.0,1.0,1.0
segmented_507.png,1.0,0.0,1.0
segmented_508.png,0.0,0.0,1.0
segmented_509.png,0.0,0.0,0.0
segmented_510.png,0.0,0.0,1.0
segmented_511.png,0.0,1.0,0.0
segmented_512.png,1.0,1.0,1.0
segmented_513.png,0.0,1.0,1.0
segmented_514.png,1.0,1.0,1.0
segmented_515.png,0.0,1.0,1.0
segmented_516.png,0.0,1.0,0.0
segmented_517.png,0.0,1.0,1.0
segmented_518.png,1.0,0.0,0.0
segmented_519.png,1.0,1.0,1.0
segmented_520.png,0.0,0.0,1.0
segmented_521.png,0.0,1.0,1.0
segmented_522.png,1.0,1.0,0.0
segmented_523.png,0.0,1.0,1.0
segmented_524.png,0.0,0.0,1.0
segmented_525.png,0.0,0.0,0.0
segmented_526.png,0.0,0.0,0.0
segmented_527.png,0.0,0.0,1.0
segmented_528.png,0.0,0.0,1.0
segmented_529.png,0.0,1.0,1.0
segmented_530.png,1.0,0.0,0.0
segmented_531.png,1.0,1.0,1.0
segmented_532.png,0.0,0.0,1.0
segmented_533.png,0.0,1.0,1.0
segmented_534.png,0.0,1.0,1.0
segmented_535.png,0.0,1.0,1.0
segmented_536.png,0.0,0.0,0.0
segmented_537.png,0.0,1.0,1.0
segmented_538.png,1.0,1.0,0.0
segmented_539.png,1.0,0.0,1.0
segmented_540.png,0.0,1.0,1.0
segmented_541.png,0.0,1.0,1.0
segmented_542.png,0.0,0.0,1.0
segmented_543.png,1.0,0.0,0.0
segmented_544.png,1.0,0.0,1.0
segmented_545.png,1.0,1.0,1.0
segmented_546.png,1.0,1.0,1.0
segmented_547.png,1.0,0.0,0.0
segmented_548.png,0.0,0.0,0.0
segmented_549.png,0.0,0.0,1.0
segmented_550.png,0.0,1.0,0.0
segmented_551.png,0.0,1.0,1.0
segmented_552.png,0.0,0.0,0.0
segmented_553.png,1.0,0.0,1.0
segmented_554.png,1.0,1.0,1.0
segmented_555.png,0.0,0.0,0.0
segmented_556.png,0.0,0.0,0.0
segmented_557.png,0.0,1.0,0.0
segmented_558.png,1.0,1.0,0.0
segmented_559.png,1.0,0.0,1.0
segmented_560.png,0.0,1.0,0.0
segmented_561.png,0.0,1.0,1.0
segmented_562.png,1.0,1.0,1.0
segmented_563.png,1.0,1.0,1.0
segmented_564.png,0.0,1.0,1.0
segmented_565.png,0.0,0.0,0.0
segmented_566.png,1.0,1.0,1.0
segmented_567.png,1.0,1.0,0.0
segmented_568.png,0.0,1.0,1.0
segmented_569.png,0.0,1.0,1.0
segmented_570.png,0.0,1.0,1.0
segmented_571.png,0.0,0.0,1.0
segmented_572.png,1.0,1.0,1.0
segmented_573.png,0.0,0.0,0.0
segmented_574.png,0.0,1.0,1.0
segmented_575.png,0.0,0.0,1.0
segmented_576.png,1.0,0.0,1.0
segmented_577.png,1.0,0.0,1.0
segmented_578.png,0.0,0.0,0.0
segmented_579.png,0.0,0.0,1.0
segmented_580.png,0.0,1.0,1.0
segmented_581.png,1.0,0.0,0.0
segmented_582.png,1.0,1.0,0.0
segmented_583.png,0.0,0.0,0.0
segmented_584.png,0.0,0.0,1.0
segmented_585.png,1.0,1.0,1.0
segmented_586.png,0.0,0.0,0.0
segmented_587.png,0.0,1.0,0.0
segmented_588.png,1.0,1.0,1.0
segmented_589.png,1.0,1.0,0.0
segmented_590.png,0.0,1.0,1.0
segmented_591.png,1.0,0.0,1.0
segmented_592.png,0.0,1.0,1.0
segmented_593.png,1.0,0.0,1.0
segmented_594.png,0.0,0.0,1.0
segmented_595.png,1.0,1.0,1.0
segmented_596.png,1.0,0.0,1.0
segmented_597.png,0.0,1.0,1.0
segmented_598.png,0.0,1.0,0.0
segmented_599.png,0.0,1.0,1.0
segmented_600.png,1.0,0.0,0.0
segmented_601.png,0.0,0.0,1.0
segmented_602.png,1.0,1.0,1.0
segmented_603.png,0.0,1.0,1.0
segmented_604.png,0.0,1.0,1.0
segmented_605.png,1.0,1.0,0.0
segmented_606.png,0.0,1.0,1.0
segmented_607.png,0.0,0.0,0.0
segmented_608.png,0.0,1.0,1.0
segmented_609.png,1.0,1.0,1.0
segmented_610.png,1.0,0.0,1.0
segmented_611.png,0.0,0.0,1.0
segmented_612.png,1.0,1.0,1.0
segmented_613.png,1.0,1.0,1.0
segmented_614.png,0.0,1.0,1.0
segmented_615.png,1.0,0.0,1.0
segmented_616.png,0.0,0.0,1.0
segmented_617.png,0.0,1.0,1.0
segmented_618.png,0.0,1.0,1.0
segmented_619.png,1.0,0.0,0.0
segmented_620.png,0.0,1.0,0.0
segmented_621.png,1.0,0.0,0.0
segmented_622.png,1.0,0.0,0.0
segmented_623.png,0.0,1.0,0.0
segmented_624.png,1.0,1.0,1.0
segmented_625.png,1.0,1.0,1.0
segmented_626.png,1.0,1.0,1.0
segmented_627.png,0.0,1.0,1.0
segmented_628.png,1.0,0.0,1.0
segmented_629.png,0.0,1.0,1.0
segmented_630.png,1.0,1.0,1.0
segmented_631.png,1.0,0.0,0.0
segmented_632.png,0.0,1.0,0.0
segmented_633.png,0.0,0.0,1.0
segmented_634.png,0.0,1.0,0.0
segmented_635.png,0.0,1.0,0.0
segmented_636.png,0.0,0.0,0.0
segmented_637.png,1.0,1.0,1.0
segmented_638.png,1.0,1.0,0.0
segmented_639.png,1.0,0.0,1.0
segmented_640.png,0.0,0.0,0.0
segmented_641.png,1.0,1.0,1.0
segmented_642.png,0.0,1.0,1.0
segmented_643.png,1.0,1.0,1.0
segmented_644.png,1.0,0.0,1.0
segmented_645.png,1.0,0.0,1.0
segmented_646.png,0.0,1.0,0.0
segmented_647.png,1.0,1.0,1.0
segmented_648.png,0.0,0.0,1.0
segmented_649.png,1.0,0.0,0.0
segmented_650.png,0.0,1.0,0.0
segmented_651.png,1.0,1.0,1.0
segmented_652.png,0.0,0.0,1.0
segmented_653.png,0.0,0.0,0.0
segmented_654.png,0.0,1.0,1.0
segmented_655.png,1.0,1.0,1.0
segmented_656.png,1.0,1.0,1.0
segmented_657.png,1.0,0.0,1.0
segmented_658.png,0.0,1.0,1.0
segmented_659.png,1.0,1.0,1.0
segmented_660.png,0.0,0.0,1.0
segmented_661.png,1.0,0.0,1.0
segmented_662.png,0.0,1.0,1.0
segmented_663.png,0.0,1.0,1.0
segmented_664.png,0.0,1.0,1.0
segmented_665.png,0.0,1.0,0.0
segmented_666.png,1.0,0.0,0.0
segmented_667.png,1.0,1.0,1.0
segmented_668.png,0.0,1.0,1.0
segmented_669.png,0.0,0.0,1.0
segmented_670.png,0.0,1.0,0.0
segmented_671.png,0.0,1.0,0.0
segmented_672.png,1.0,0.0,1.0
segmented_673.png,0.0,1.0,1.0
segmented_674.png,0.0,1.0,1.0
segmented_675.png,0.0,1.0,0.0
segmented_676.png,1.0,0.0,1.0
segmented_677.png,1.0,1.0,0.0
segmented_678.png,0.0,1.0,0.0
segmented_679.png,1.0,0.0,1.0
segmented_680.png,0.0,1.0,1.0
segmented_681.png,0.0,1.0,1.0
segmented_682.png,0.0,0.0,0.0
segmented_683.png,1.0,0.0,0.0
segmented_684.png,0.0,1.0,1.0
segmented_685.png,1.0,0.0,1.0
segmented_686.png,1.0,1.0,0.0
segmented_687.png,1.0,1.0,1.0
segmented_688.png,0.0,0.0,1.0
segmented_689.png,0.0,0.0,1.0
segmented_690.png,0.0,1.0,1.0
segmented_691.png,0.0,0.0,1.0
segmented_692.png,0.0,0.0,1.0
segmented_693.png,0.0,1.0,0.0
segmented_694.png,0.0,1.0,0.0
segmented_695.png,1.0,0.0,1.0
segmented_696.png,1.0,0.0,1.0
segmented_697.png,1.0,1.0,1.0
